RowNames	CCMD10032470ST.11.0	CCMD10191450ST.11.0	CCMD11006829ST.21.0	CCMD12232071ST.21.0	CCMD13071240ST.21.0	CCMD13934959ST.21.0	CCMD14479708ST.21.0	CCMD15562448ST.11.0	CCMD17410933ST.11.0	CCMD18579000ST.11.0	CCMD18829815ST.11.0	CCMD18872694ST.21.0	CCMD19168690ST.11.0	CCMD19497912ST.21.0	CCMD21593359ST.11.0	CCMD21703880ST.11.0	CCMD22852639ST.11.0	CCMD23101338ST.21.0	CCMD23541216ST.11.0	CCMD25475945ST.11.0	CCMD25511638ST.21.0	CCMD25963797ST.21.0	CCMD26625622ST.11.0	CCMD26709089ST.21.0	CCMD26925580ST.21.0	CCMD27463710ST.11.0	CCMD27867141ST.11.0	CCMD28738636ST.11.0	CCMD29706695ST.11.0	CCMD30626189ST.11.0	CCMD30627121ST.11.0	CCMD31009081ST.11.0	CCMD31134579ST.11.0	CCMD32288175ST.11.0	CCMD32965613ST.11.0	CCMD34381688ST.21.0	CCMD35081859ST.11.0	CCMD35633353ST.11.0	CCMD35801800ST.11.0	CCMD35802077ST.21.0	CCMD37575804ST.11.0	CCMD38158721ST.11.0	CCMD39157124ST.11.0	CCMD39882286ST.11.0	CCMD40701343ST.21.0	CCMD41202658ST.11.0	CCMD41521570ST.11.0	CCMD42428553ST.21.0	CCMD42956136ST.11.0	CCMD45004878ST.11.0	CCMD45812507ST.11.0	CCMD45988061ST.21.0	CCMD46222674ST.21.0	CCMD46727384ST.11.0	CCMD46947453ST.21.0	CCMD48236717ST.21.0	CCMD49025643ST.11.0	CCMD49461418ST.11.0	CCMD49942357ST.11.0	CCMD50071957ST.21.0	CCMD50300306ST.11.0	CCMD50529145ST.11.0	CCMD50538120ST.11.0	CCMD51154251ST.11.0	CCMD51228890ST.11.0	CCMD51864103ST.21.0	CCMD52117727ST.11.0	CCMD52145360ST.11.0	CCMD53508245ST.11.0	CCMD53522274ST.11.0	CCMD54057834ST.11.0	CCMD56948710ST.11.0	CCMD59540613ST.11.0	CCMD59583015ST.11.0	CCMD60079086ST.21.0	CCMD63399960ST.21.0	CCMD64503764ST.21.0	CCMD64776337ST.21.0	CCMD65222621ST.11.0	CCMD65406197ST.11.0	CCMD66848156ST.11.0	CCMD67373733ST.11.0	CCMD68973846ST.11.0	CCMD71242853ST.11.0	CCMD71915439ST.11.0	CCMD72666896ST.11.0	CCMD72690923ST.11.0	CCMD72895164ST.21.0	CCMD73128545ST.11.0	CCMD74592084ST.11.0	CCMD74930188ST.21.0	CCMD75147712ST.11.0	CCMD76222476ST.11.0	CCMD76409700ST.11.0	CCMD79349503ST.11.0	CCMD79987997ST.21.0	CCMD82866709ST.21.0	CCMD85481373ST.11.0	CCMD85661207ST.11.0	CCMD86114146ST.21.0	CCMD86707194ST.21.0	CCMD87156761ST.21.0	CCMD88272491ST.21.0	CCMD89107682ST.11.0	CCMD89306485ST.11.0	CCMD89643949ST.11.0	CCMD89967135ST.11.0	CCMD90311071ST.21.0	CCMD92404903ST.11.0	CCMD93344354ST.21.0	CCMD93755960ST.11.0	CCMD95431029ST.11.0	CCMD95433940ST.21.0	CCMD95676152ST.11.0	CCMD96553385ST.21.0	CCMD98198513ST.11.0	CCMD98531134ST.11.0	CCMD98702133ST.11.0	CCMD99440714ST.11.0	CCMD99929634ST.11.0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
Roseburia hominis	120275	369978	664714	1082495	577	15369	0	88177	8487	67508	73517	283237	0	0	56284	164500	497527	601234	34664	9235	51299	240893	44912	12329	102984	99126	2768096	20309	364811	35307	0	62352	162524	426126	23867	1406867	497256	240560	6874	217607	60399	35149	121648	0	0	61019	78937	277313	0	361399	57851	647	169714	135844	96424	15031	0	14025	10824	324045	230726	213664	9709	12828	0	1072897	0	19241	67004	113649	0	75723	8324	10736	0	86928	0	79112	701667	0	17966	326006	56526	16762	28436	0	2217134	1313798	166188	3622	5504	0	0	59724	5592	18086	14335	9076	90374	1366	44836	84828	0	0	237686	388446	13129	399423	0	0	5388	15828	146017	446700	3538	29697	26352	13394	0	343014	0	5785	1056305	111651	223605
Blautia obeum	118080	2188	1678344	81790	341983	194365	492625	12759	309731	229718	87250	439233	62324	2183066	282132	490810	135993	220066	100185	601341	54314	3038039	7849	74984	8925	829046	13893	16493	70266	47095	3109	93583	64773	330944	19489	216415	67566	488580	21471	82292	70888	12653	209232	670062	378814	72926	30515	1047640	6223	144107	475931	151398	47658	410420	2419411	26096	89349	779209	21891	3209	53605	68974	31999	0	181636	42286	282789	1815080	254805	12668	31070	100465	34274	221454	32990	554263	13977	785031	496556	1030285	30737	242342	9647	12242	603932	231364	0	77352	168778	35866	27013	0	25213	92824	18601	15171	254099	1320	358174	599484	198906	46219	152373	101633	47107	59400	1378	456886	60688	190592	116754	18750	122391	84560	103050	31480	886338	109137	200774	245781	323199	461682	1530724	305105	149035
Barnesiella intestinihominis	112122	140743	0	0	814609	0	1741746	40847	0	321488	0	581747	0	232298	331564	2001818	365156	0	225679	429120	4374211	1370454	958182	0	1280755	7212816	3493403	0	646234	26449	0	182162	341069	1200160	354922	300841	211886	140352	106510	0	182375	0	198378	0	0	33709	48056	747757	0	590036	169985	1692546	252737	1156486	1251674	178267	1761603	412803	239207	1520860	365440	222016	222239	720326	108269	0	0	2249531	935490	195233	288443	386489	90950	380684	0	166773	0	921274	2812165	666847	582978	148907	92521	0	0	422039	80508	1547510	2883	0	14741	0	92476	0	154780	0	2312490	60542	557511	134148	0	449795	3612	0	0	4822	622576	2952705	2522	1689590	0	232737	3757985	316638	0	76162	1992132	0	0	0	1066	361704	1853230	1141175	711906
Bacteroides eggerthii	92144	0	9673	0	4038830	107622	0	58566	4549	0	0	0	8659517	1264115	728183	0	457	7681	4818	0	0	0	7529561	196	6690	0	0	0	0	0	377775	90145	76196	0	0	1028	0	0	4651395	713551	0	1191342	378839	1271	2966	0	520140	497515	358	100779	0	12210	66716	7720244	0	1771	157267	0	0	1087930	3627	0	12318	0	0	0	0	0	0	6429	533147	0	652	0	0	3104475	0	0	1159	2372175	0	0	0	0	0	0	0	7197	260289	0	3842802	0	23370	122432	806412	0	246	0	1243937	0	2063	2402	0	0	248562	45205	8296	0	2555878	6916973	822	559886	0	0	21069371	0	0	1347	0	0	0	0	0	1597	0
Lactococcus lactis	89090	0	32882	0	0	0	2639	0	5213	0	0	3633	20439	68020	0	0	0	612	855	1324	7125	0	0	0	0	0	28035	1131	541	0	0	0	0	0	4297	0	0	0	22199	0	0	204812	0	3719	17140	37225	0	106372	178563	26633	0	32897	0	7304	0	0	1409	0	0	0	0	0	0	2816	0	0	0	0	0	0	0	0	0	1380	0	55351	4637	0	0	0	15526	0	4106	0	318	53352	0	45909	0	0	3593	0	5724	0	0	25153	0	1240	0	2300	25899	7324	0	0	0	0	132578	6570	0	1516	0	0	3047	0	20221	0	54351	250	0	0	0	489	0	7200	6129
Eubacterium sp. CAG:251	81816	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237864	1392935	0	0	2612	0	0	0	0	0	0	0	30245	0	185151	0	29591	1374798	65196	0	0	0	1881087	278799	220102	2931	0	375871	49494	0	0	0	0	0	0	0	389837	4911	0	0	0	0	0	0	12377	0	37208	0	0	0	1509855	0	0	0	56868	0	0	52078	0	0	274366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30083	0	0	174251	0	1169	0	0	886131	0	0	0	0	0	0	0	0	454198	386626	0	0	0	145002	0	0	0	560958	0	0	0	0	724354
Adlercreutzia equolifaciens	120214	274286	16841	132152	287404	29354	3411	0	0	30795	49123	0	99770	12029	2428	0	843058	314	41245	168829	60264	819836	345	0	6398	154524	41020	27607	0	420	0	202	944	114283	9926	0	213805	5823	30385	33336	15950	29532	917	0	0	13472	0	16855	0	0	61784	47087	0	45025	37270	25333	1426859	232116	0	14168	61042	25209	797995	318590	3303	95483	114929	195829	121643	1770	356	66147	22157	222567	125890	154019	1898	87305	138713	62138	0	0	6333	12997	14195	41343	0	23370	160491	59010	7403	0	0	61548	32795	0	27890	27621	70125	0	21874	61949	50978	6894	3159	47710	116012	209818	0	85328	148041	872490	192618	340954	67430	0	98597	32883	361520	58285	25216	1005921	242080	779668	743287
Anaerobutyricum hallii	65088	370	571502	253476	341558	106405	26590	24434	866049	346509	96899	97024	26221	16386	37669	526817	38857	134626	200577	236973	672084	990958	5700	99331	176489	183708	146300	329353	341773	383163	37601	314846	59171	87454	24728	172972	28557	476966	25987	243936	295789	36890	44306	743590	1740	54480	213715	528875	0	420541	244744	37334	213615	0	505093	373407	157474	928523	25508	15751	44145	18107	15970	40743	187608	270373	667580	165557	260423	8022	200461	83955	35790	654031	0	56174	422767	438897	137118	19721	50786	148930	67547	27627	145859	580944	1768	46068	27786	187541	85577	239	69441	326747	15996	89858	141513	7691	551215	67661	129137	71556	85393	958862	14529	34100	523293	80090	409	205879	45347	80219	958007	18417	40784	21707	193313	29534	5746	451934	1119375	376548	1269199	650896	167014
Coprococcus catus	62992	40866	297489	7950	0	132443	136831	26994	128822	105956	24759	82552	81574	387199	339023	382871	5958	228469	78934	166089	2619	213202	0	59212	176952	220985	414073	71460	46014	163030	91807	50105	136040	0	45376	342377	42214	358857	0	231395	178017	10637	23665	113107	0	34021	153382	43429	34017	12490	85155	253983	199266	0	100493	23232	80235	320975	25971	46130	19920	59856	0	0	532237	225544	77906	122823	78963	141417	20822	71477	27772	158457	169046	135392	0	816731	0	161352	57277	157269	106541	3455	94825	122237	27777	293755	73153	88721	130206	0	7078	99471	128046	118754	195141	115049	186325	390508	11059	199896	147927	173303	56375	50787	58432	93956	0	4744	53690	44030	0	52041	165727	9981	250735	15436	0	80122	6737	0	150985	464554	269544
Eubacterium sp. CAG:274	52927	5743	2520	0	0	0	14837	0	0	0	356828	0	0	0	0	0	0	0	0	0	0	0	98424	0	61733	0	167614	253400	0	0	0	7063	0	0	15504	0	0	948312	0	521089	465466	49936	0	0	0	16673	26473	30016	2394	274053	41278	0	32110	0	65383	0	594	55959	3838	0	9907	953	0	1760	69188	0	0	0	0	0	0	132049	0	192292	0	0	248372	25907	0	0	0	0	0	351631	0	0	0	0	0	13806	0	0	600707	0	0	0	0	0	72338	28418	518312	0	0	0	3724	0	0	0	0	0	0	0	257233	0	0	48596	0	22188	0	5413	0	0	0	406363	3988
Streptococcus thermophilus	52290	6585	666909	72632	0	104904	12840	3167	65939	0	106979	323429	73369	38307	8385	0	0	552371	6844	0	12600	6189	5007	36554	0	9606	33024	0	42096	0	270763	81662	620340	2677	41848	0	0	87495	462794	397837	5260	68271	65401	0	109477	45006	668361	17334	758565	116664	0	0	8351	100611	4557	1495	15401	3599	25156	6080	407	18755	26277	0	0	6456	22354	3016	0	0	9250	4147	20000	523687	332234	218276	4475	0	6979	6884	50043	32825	24131	10723	23659	24730	4505	78741	6774	570	0	0	0	2541	234965	46759	0	10899	20488	39023	193090	326750	29802	292253	0	0	12748	1552	0	0	0	12572	86495	0	146618	603	0	0	0	53393	104586	31552	24110	42165	17286
Ruminococcus bicirculans	51857	39972	1149772	1227871	1027713	158794	0	61739	522608	122364	0	0	0	0	32873	0	88279	551054	205339	345452	7704593	0	2279675	0	5039971	1095309	38166	55188	0	167217	4812	0	0	83520	132015	99213	613094	104802	0	157	1841386	16457	44341	25176	0	268516	58875	2291100	0	26040	549898	2222	205378	491348	2026826	469615	1916100	2802	0	854213	364663	41930	220498	375635	270963	810070	0	5090175	34470	56669	0	1222085	114064	1481	3426213	2669476	2722257	2437578	3288831	322615	1434181	81196	0	0	348491	417625	92159	3137566	8013	451245	0	0	0	77226	0	0	15351	58436	259888	1085391	605793	828301	10121	1051834	0	433020	106422	1105877	2262	9263784	1098201	942630	4752213	99246	2825	567297	3567773	61458	658811	563587	0	1641276	3768494	2444180	595039
Butyricimonas virosa	50672	0	1978	0	719752	0	251996	48858	0	22260	0	105712	0	802	8552	957007	0	70903	14225	7955	0	40094	79311	0	155886	987463	0	0	2273	0	693	0	81398	0	204813	0	0	11883	64037	17496	9507	0	32428	0	0	4515	44372	255823	0	0	1705	294205	0	11327	0	0	0	0	0	2833	52564	3059	0	0	39285	560371	700079	143936	0	1819	1050	83327	52678	0	22524	39769	1220086	0	561715	0	62463	6574	32798	468	341507	0	12983	7588	95939	0	19716	0	1391	39271	22142	0	73319	12791	588	496012	39493	18007	0	0	7645	1118	0	20349	0	105943	0	34583	0	100745	0	2055	616304	0	70146	0	8466	19507	0	0	0
Bacteroides ovatus	33466	13250	54339	30181	14829	34177	1030322	6790	0	21180	395324	12658	0	0	1581873	567025	151759	50452	0	0	716621	30583	129602	2915626	296668	4220	1075442	580481	255601	143670	57182	143479	0	0	0	104972	41643	25516	20240	173820	492046	0	102079	0	3769754	92942	192086	29788	0	2084	147321	124656	396892	407605	1512101	225116	267208	77878	102174	240163	3997	36036	0	258971	197803	131986	768424	73074	1027194	450920	162917	1109924	364590	1056518	224290	14481	1659628	111169	4202	31922	613043	276031	67891	3368	515317	13511	0	0	50010	961183	274707	2095586	0	167849	0	0	144026	36673	450438	7187	4613	75974	685224	29104	1933	135117	610091	28174	363009	17149	265166	101645	203058	42166	0	84927	505652	107994	480776	369591	7055146	310447	6494319	1329217	2031383
Flavonifractor plautii	31698	12331	2080554	215051	507511	90719	52538	757	388165	14715	31409	559	28649	12907	146625	0	86792	21572	0	253004	169736	12725	53359	317053	12510	2875	60339	53416	15327	0	51803	20816	0	64110	6407	173393	16517	7004	132823	121332	4948	10341	0	0	1258120	0	0	58998	44023	0	9638	118484	11446	4366	18991	72205	1410864	20132	13339	25401	22085	0	25625	773455	46858	287656	382942	33135	97397	0	3775	0	280959	24424	214042	108340	534526	18421	10223	180197	9578	1654	13703	16737	59754	255618	20929	98921	10712	15769	20451	116812	64859	0	1472	68023	19288	4230	13015	0	43440	8027	1649123	2231	0	0	15764	50260	998246	22283	30364	258799	203070	127176	73374	3696	71844	67786	111208	0	49978	370803	771957	220050	62290
Bilophila wadsworthia	25906	25281	172822	0	8138	34125	8774	0	1361	0	0	23182	0	21927	33822	45026	259976	4316	1466	1036	278951	99060	74178	62671	10643	11352	214035	0	4152	0	0	28601	6074	0	8413	81580	59322	36658	11910	56618	3008	9171	0	0	138996	0	1703	111568	0	1682	2830	9868	29303	0	21732	7382	216366	0	809	30373	297	1969	0	177378	40187	0	3393	36761	4230	6194	258	19782	54481	782	0	8191	91403	73376	0	11651	8965	18050	9667	5290	68285	13649	27508	135203	34045	3865	9696	55169	23917	0	2836	0	41037	8088	1308	0	12828	28056	0	19045	0	2458	0	33759	102716	55405	5969	11675	83280	261079	0	0	25766	45358	0	34537	5371	244292	0	54170	0
Lawsonibacter asaccharolyticus	25619	4876	206672	148156	177420	45596	32856	2413	77490	70022	18110	39501	26146	3995	5039	12488	73991	22252	7412	83577	90070	82734	33515	25383	7097	38958	91655	0	26600	0	97708	20359	914	80705	22880	38190	55714	143951	55069	3167	21030	25327	9474	0	0	7742	1264	78904	0	0	6146	10109	20894	68291	11519	93241	135841	147997	33054	15544	36231	51103	68978	154151	25141	89249	170841	57620	105126	0	9316	27600	41271	3772	43736	146520	93204	27607	106829	5606	45673	14932	58632	3441	34632	32438	295893	2221	18316	14914	30752	4603	62844	194	12340	179723	43806	3041	6610	4132	21716	3584	76273	0	48271	38275	143092	291792	0	97798	37573	101742	51032	44264	74293	13610	62332	97150	50610	24868	54049	465591	0	115422	75756
Bacteroides xylanisolvens	23666	9601	2638611	362920	63675	225949	0	130241	968638	0	0	654163	1680639	129240	1315312	5685269	2638	155621	76455	0	16024	24534	145167	641343	1527990	66097	0	0	53760	6079	0	56211	37538	63824	198446	254064	11741	54127	131443	2153	102493	58001	2934	0	207233	3039	18310	1736	409230	147873	0	69420	44443	0	711219	5375	1409	15183	69313	69059	56572	13896	8964	22164	0	807701	82709	106793	6933	0	861	24264	0	0	1280	275164	0	3246	489739	27030	25446	43793	0	40247	0	64613	12299	0	63711	18218	33057	0	8171	131298	106496	3220428	486455	2954	1444	56184	205102	158767	971283	8122	6764	0	0	741112	0	198073	461026	16431	1064720	46811	4661403	0	105315	12711	0	4703	30952	7066	844876	0	0
Phocaeicola dorei	21660	261947	59020	5889600	1840768	1200830	1086566	620	0	845353	1231070	109981	0	34662	401560	0	113130	387684	0	141411	1485688	1211	5034295	15401492	2998718	73229	685	0	0	10605	2409	932434	723523	2516401	260517	686222	619678	0	616462	6371	2197185	3624003	128006	0	2966	274167	16167	274011	0	170401	330078	2794	1333634	1164040	665630	1815683	577073	5062534	0	3876453	1125435	510827	277232	1024437	9495	0	1962414	1478611	0	4049	8232	1693987	159987	16623	5617857	46802	1771639	4230412	889350	2061513	381016	136493	698141	927690	14754265	0	1825333	8058	26737	0	61952	0	101004	136314	1839106	0	3634	379233	3303	935249	480	1269926	7898	0	40541	116011	2455	16464	13972	13851651	1603886	1084495	7076655	1061850	4039	0	911895	2969868	0	806148	15216	5405241	38844778	15050	0
[Ruminococcus] torques	19827	755	830668	4661533	1639791	20150	286992	17098	218219	632452	71768	102864	280487	0	144970	206624	0	1259716	25764	269487	897585	230039	0	0	159299	809759	86036	17050	24109	701219	83552	426605	616882	27554	1385479	3886092	31670	0	419640	1817780	782260	6418	91917	956412	0	134533	89860	379664	0	35537	764179	111193	88025	29302	320858	328643	257313	1148351	120462	96108	3470	122687	4765	138278	277372	0	0	920854	23066	3902	331868	260449	533312	730339	68370	149720	258458	281231	180319	183098	239931	245562	109701	0	2843696	40008	850079	70343	102059	203427	0	27566	410147	229024	28607	0	233010	40841	86156	209188	844601	410184	0	646561	406274	16999	1170612	235979	2046	211432	209682	161392	1193878	172086	495475	23728	0	0	0	378124	1889996	472511	6604788	372640	474069
Ruthenibacterium lactatiformans	12964	58248	410990	311057	624769	307075	26406	4851	0	135233	2941	7183	22645	244562	374135	1635441	329153	13373	616	55981	842414	293885	109754	70366	69425	89511	399370	6793	12273	0	11974	21358	2842	14572	5094	25918	53220	622212	8677	69461	18390	13663	1957	0	672273	0	0	157569	902	0	0	3103037	37291	35517	25034	8570	1936962	2156	4232	26667	50542	7333	166771	157316	3481	40465	117479	126280	341409	3800	13009	26812	39747	14489	113521	105184	302576	256745	303029	148689	8262	28505	5909	68201	329655	169545	392092	33924	29367	1304	14047	0	0	1634	14489	79167	19272	6850	7849	410284	20176	37589	2520921	13458	48708	11647	39763	44441	0	55824	7172	96109	146065	1049632	44253	0	79440	2281	83490	0	1079	484173	71900	132645	171915
Coprobacter fastidiosus	9740	0	451	1252295	4338	1285151	68658	4193	0	11818	56912	20146	262243	10884	101344	0	0	34130	0	0	336009	167603	0	0	0	0	24838	0	0	0	0	0	32219	0	74930	0	0	80776	66441	4602	29558	9748	36734	0	3163834	0	0	47695	0	3086	18470	291404	63213	54695	16701	0	7023	93170	41902	54044	12559	0	0	841	150902	1096677	0	285813	138318	7614	9729	0	5722	0	0	51962	764284	5933	205175	43665	23367	0	0	1993	0	0	0	29960	24517	0	14665	0	3641	70718	0	0	52670	69701	25819	988	0	13677	0	0	0	0	30252	0	0	0	0	78304	840758	0	855296	2431	296311	217215	100508	0	0	0	0	57570	282076
Bacteroides thetaiotaomicron	9250	0	1127214	0	572803	1844631	247831	93117	219224	0	0	29807	0	79254	2369436	6777944	126956	137583	43861	0	619808	370875	1202734	1632254	198530	1197115	86150	0	180460	308312	56423	179688	84716	150412	475771	756831	16390	239998	0	106632	156666	351280	64729	0	3375149	7403	0	515165	222387	786	153127	337204	224429	241598	231145	24766	166642	95930	362105	1685060	33835	5962	3619	60579	26406	2690292	332874	528028	50131	6115	107637	92047	314139	334117	0	3637	3796855	708290	48609	0	219942	48718	390320	85596	0	275683	37318	1157	50641	120469	208651	0	101129	300361	391999	0	18487	33122	88554	180592	603816	1164	2684910	55407	169	5399	166667	820137	1600025	702134	0	185732	921714	204756	4169	54360	19785	44290	0	86862	3285700	445807	3585768	2099	3829934
Parasutterella excrementihominis	7131	0	0	0	49987	54715	14044	0	208115	50886	0	2632	0	0	43558	0	21389	14070	23406	6073	704653	753691	18434	705434	5858	0	34711	35778	289251	0	0	268817	0	116245	0	24580	242450	16769	102	123271	504	0	6074	0	0	0	0	3822	0	14683	70116	14927	3177	91268	1066218	15173	0	87164	9193	92893	0	0	123601	850532	0	60861	199057	432909	30438	0	0	0	786	567439	59272	9365	0	0	0	0	10646	0	0	10059	56076	0	0	0	472181	34679	35380	632878	0	102048	0	0	105162	0	30038	0	0	23078	0	9750	0	15753	27271	0	0	0	0	26611	86375	52230	0	0	3179	17092	263085	0	0	321290	0	41899	2021359
Anaerostipes hadrus	5837	0	213624	461922	216587	27450	86598	0	125739	309268	129362	6055	138	24153	63910	955769	33651	16101	61987	138037	1233660	1144758	44988	282760	63517	400762	192780	427707	174403	618957	4426	360029	123726	383110	139391	560510	6744	288815	216101	523261	135790	66837	89588	332076	3020578	127046	937235	148983	185152	133272	230147	99456	15854	333489	269714	212186	90592	1560835	36185	93488	86985	0	4173	48397	394237	851925	0	8015	46313	107704	115860	63219	43938	403554	386530	132980	35730	282945	202897	197364	159940	87863	115952	72230	65676	372959	100710	32774	623660	502488	130248	50907	51169	299944	34964	0	555240	28232	138046	26922	384247	54899	93077	838891	3830	47219	352366	1165895	1369	358764	154606	75025	499053	24569	2222	113956	22805	55644	96738	291392	5974734	266229	1150974	595204	135874
Blautia wexlerae	5747	5571	15214	169140	3273	6338	66150	0	16442	45079	37452	3943	132741	31666	97717	10667	6762	36416	28141	34516	41766	1928	2692	271035	0	47332	0	187033	10111	13057	0	55591	10222	502231	36541	161496	4306	26241	93207	547160	11365	9127	1032	55581	0	2191	13983	17381	65786	63691	5230	99137	26069	0	106931	7775	33222	279905	8495	75248	2052	0	0	120999	15299	110284	39905	27501	13856	14114	908	27616	15257	63843	301545	91563	105055	14531	16742	60776	59300	21206	17152	47124	41691	414366	7015	14777	28353	41970	54584	8861	24658	16808	0	38356	15403	45650	47599	36628	249422	5432	51619	11183	28184	7389	65201	6182	5446	3184	11287	31954	121151	0	303363	1751	29313	16513	5663	23356	88720	119445	29132	67269	55122
Gordonibacter pamelaeae	5494	36613	54998	122159	55436	788	0	0	63320	5122	6257	0	15674	0	61087	1246	755004	1546	0	6460	213851	176751	30022	34685	13170	14489	17249	807	0	0	8739	0	0	11053	0	6460	15703	10213	46485	3614	18877	18922	0	0	60498	0	0	6832	0	0	19660	11681	0	10658	775	6115	196226	3741	0	4186	3118	0	181407	88562	0	24023	20513	41074	4591	976	216	0	0	11784	5951	32299	16251	130373	5353	20672	10832	0	0	1827	20739	73305	800	14343	135	25733	8332	0	0	26431	860	0	7209	0	2441	0	18414	7436	26584	1641	0	2742	5887	41449	18429	4347	26034	529866	14787	162038	18150	0	1698	0	25432	7898	68328	72811	44466	175121	109856
Streptococcus parasanguinis	5392	930	51518	10920	0	4160	0	15026	76617	24421	19622	347894	48494	114635	28867	0	0	38013	957	11446	3127	22894	7821	2374	0	437592	3038	3147	13803	0	0	382840	0	0	0	897	0	32024	22584	49189	22380	10411	10423	3898	5342	265	11992	3460	94598	4711	11678	0	0	0	32512	37185	34327	3003	24378	69834	887	0	0	0	5613	4100	718850	14369	0	15280	0	25645	86767	1858	94352	25252	0	5093	7051	4736	968	4966	3639	0	0	31609	7299	8304	13076	1472	194034	2540	37560	0	2042	15769	81215	5309	9930	0	38319	4181	230348	13836	17992	0	489185	14728	0	23171	87583	20342	6394	0	112135	241	1414	79967	2539	0	30887	0	10312	11473	3831
Eggerthella lenta	5083	27864	221293	13139	2011	5384	0	0	397743	0	23716	0	229766	0	283771	2097	306755	6840	0	20520	46668	127237	10021	236195	1090	0	10061	5759	0	0	142147	0	0	28404	0	43039	0	0	2599	12869	3820	33840	0	0	74873	0	0	24605	0	0	0	41606	0	0	0	0	327578	0	0	0	648	0	6653	63531	0	152243	69853	2796	27500	10702	0	0	3053	0	0	0	10928	32364	4781	44801	0	0	0	10141	74700	23550	0	7125	16138	85309	14735	6639	0	5046	0	0	0	0	0	0	10099	16402	163094	27593	0	0	653	22596	114300	14182	1708	122609	14534	128162	147406	0	636	0	57478	0	315721	9892	24699	301054	41719
